day,afterhour_openprice-0,afterhour_openprice-1,afterhour_openprice-2,afterhour_openprice-3,afterhour_dailyhigh-0,afterhour_dailyhigh-1,afterhour_dailyhigh-2,afterhour_dailyhigh-3,afterhour_dailylow-0,afterhour_dailylow-1,afterhour_dailylow-2,afterhour_dailylow-3,afterhour_closeprice-0,afterhour_closeprice-1,afterhour_closeprice-2,afterhour_closeprice-3,volume-0,volume-1,volume-2,volume-3,day_openprice-0,day_openprice-1,day_openprice-2,day_openprice-3,day_dailyhigh-0,day_dailyhigh-1,day_dailyhigh-2,day_dailyhigh-3,day_dailylow-0,day_dailylow-1,day_dailylow-2,day_dailylow-3,day_volume-0,day_volume-1,day_volume-2,day_volume-3,day_settlementprice-0,day_settlementprice-1,day_settlementprice-2,day_settlementprice-3,day_changeinsettlementprice-0,day_changeinsettlementprice-1,day_changeinsettlementprice-2,day_changeinsettlementprice-3
DMR_Fut_20151216,21339.0,21350,21385.0,21042,21565.0,21570,21521.0,21198,21338.0,21350,21334.0,21042,21540.0,21550,21502.0,21166,11024.0,374,70.0,20,21530.0,21522,21560,21247,21770.0,21777,21752,21398,21488.0,21507,21549,21238,96462.0,1350,128,16,21737.0,21751,21720,21393,406.0,406,404.0,401
DMR_Fut_20151217,21728.0,21718,21702.0,21380,21843.0,21855,21825.0,21468,21685.0,21718,21702.0,21380,21744.0,21755,21720.0,21455,7908.0,100,87.0,10,21778.0,21800,21780,21456,22009.0,22022,21968,21647,21733.0,21776,21720,21456,109319.0,1499,107,34,21824.0,21843,21808,21487,87.0,92,88.0,94
DMR_Fut_20151218,21838.0,21921,21924.0,0,21986.0,22000,21935.0,0,21800.0,21822,21826.0,0,21800.0,21869,21826.0,0,9224.0,265,34.0,0,21640.0,21673,21588,21285,21961.0,21960,21907,21590,21590.0,21613,21582,21285,107981.0,2836,173,46,21787.0,21800,21769,21448,-37.0,-43,-39.0,-39
DMR_Fut_20151221,21785.0,21765,21755.0,21369,21820.0,21805,21800.0,21369,21666.0,21683,21654.0,21369,21666.0,21684,21654.0,21369,7327.0,332,28.0,1,21620.0,21663,21586,21254,21852.0,21860,21821,21500,21564.0,21588,21575,21254,95382.0,7683,491,24,21784.0,21805,21768,21447,-3.0,5,-1.0,-1
DMR_Fut_20151222,21785.0,21856,21843.0,21498,21915.0,21933,21853.0,21550,21785.0,21850,21806.0,21498,21867.0,21878,21844.0,21530,7034.0,929,31.0,8,21811.0,21875,21803,21456,21841.0,21875,21814,21491,21704.0,21726,21700,21380,85420.0,15948,629,32,21817.0,21839,21800,21481,33.0,34,32.0,34
DMR_Fut_20151223,21815.0,21800,21755.0,21435,21832.0,21851,21800.0,21480,21731.0,21755,21742.0,21400,21821.0,21844,21770.0,21450,6191.0,567,74.0,13,21879.0,21898,21868,21521,22123.0,22142,22100,21754,21820.0,21850,21823,21504,120190.0,30300,462,64,22100.0,22126,22085,21767,283.0,287,285.0,286
DMR_Fut_20151224,22095.0,22123,22084.0,21850,22220.0,22239,22198.0,21852,22080.0,22118,22084.0,21850,22218.0,22237,22198.0,21852,6915.0,1541,167.0,2,22266.0,22299,22249,21850,22297.0,22317,22249,21854,22130.0,22155,22124,21806,44302.0,10517,140,66,22143.0,22183,22138,21822,43.0,57,53.0,55
DMR_Fut_20151228,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22112.0,22130,22145,21801,22186.0,22205,22145,21801,21832.0,21841,21843,21519,95985.0,38311,1477,370,21862.0,21862,21834,21519,-281.0,-321,-304.0,-303
DMR_Fut_20151229,21854.0,21855,21800.0,21505,21894.0,21891,21855.0,21548,21813.0,21813,21790.0,21492,21870.0,21869,21820.0,21536,5584.0,2764,77.0,48,21903.0,21920,21854,21568,22060.0,22065,22022,21720,21844.0,21841,21830,21550,79877.0,55916,324,63,22058.0,22065,22030,21720,196.0,203,196.0,201
DMR_Fut_20151230,22070.0,22067,22066.0,21752,22151.0,22156,22111.0,21794,22055.0,22060,22060.0,21752,22093.0,22104,22077.0,21767,3690.0,3417,81.0,18,22130.0,22156,22114,21792,22156.0,22170,22190,21792,21903.0,21875,21843,21550,10889.0,79338,349,343,21918.0,21907,21875,21578,-140.0,-158,-155.0,-142
DMR_Fut_20151231,,21905,,21930,,22007,,21960,,21876,,21895,,21935,,21901,,4742,,9,,21850,21942,21833,,21985,21988,21945,,21818,21873,21825,,37144,212,60,,21910,21917,21868,,3,,-7
DMR_Fut_20160104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21807.0,21780,21736,21451,21857.0,21780,21766,21451,21114.0,21136,21080,20788,131612.0,1337,475,368,21123.0,21134,21080,20788,-787.0,-783,-788.0,-785
DMR_Fut_20160105,21138.0,21159.0,21100.0,20752.0,21193.0,21198.0,21136.0,20752.0,21020.0,21046.0,21000.0,20732.0,21040.0,21046.0,21020.0,20732.0,9275.0,15.0,148.0,2.0,21167.0,21190,21140,20841,21409.0,21395,21364,21065,21037.0,21062,20998,20711,132206.0,1599,268,520,21140.0,21154,21103,20801,17.0,20,23.0,13
DMR_Fut_20160106,21137.0,21121.0,21077.0,20720.0,21227.0,21228.0,21150.0,20788.0,21034.0,21045.0,21010.0,20720.0,21140.0,21126.0,21090.0,20788.0,9051.0,160.0,75.0,2.0,21209.0,21215,21186,20860,21250.0,21215,21186,20860,20855.0,20864,20820,20510,123387.0,618,213,336,20861.0,20866,20820,20511,-279.0,-288,-283.0,-290
DMR_Fut_20160107,20852.0,20846.0,20752.0,20500.0,20878.0,20876.0,20822.0,20500.0,20662.0,20674.0,20620.0,20311.0,20701.0,20715.0,20678.0,20376.0,13029.0,208.0,40.0,186.0,20786.0,20765,20759,20451,20834.0,20828,20763,20451,20258.0,20284,20228,19932,161080.0,1391,815,1384,20348.0,20355,20303,19987,-513.0,-511,-517.0,-524
DMR_Fut_20160108,20328.0,20252.0,20150.0,19868.0,20482.0,20480.0,20430.0,20096.0,20050.0,20064.0,20008.0,19700.0,20470.0,20480.0,20430.0,20096.0,18255.0,353.0,165.0,29.0,20453.0,20440,20350,20053,20620.0,20586,20563,20213,20282.0,20318,20106,19800,127031.0,255,194,270,20399.0,20406,20354,20037,51.0,51,51.0,50
DMR_Fut_20160111,20435.0,20480.0,20445.0,20117.0,20498.0,20480.0,20445.0,20117.0,20129.0,20148.0,20123.0,19788.0,20170.0,20175.0,20164.0,19825.0,13863.0,223.0,99.0,81.0,19900.0,19900,20000,19605,20066.0,20063,20000,19689,19820.0,19829,19780,19485,127445.0,624,295,742,19943.0,19950,19900,19586,-456.0,-456,-454.0,-451
DMR_Fut_20160112,19970.0,20055.0,20010.0,19640.0,20120.0,20113.0,20050.0,19720.0,19950.0,19969.0,19909.0,19640.0,20010.0,20025.0,19965.0,19711.0,11729.0,168.0,84.0,34.0,20023.0,20000,19964,19678,20112.0,20108,20050,19678,19656.0,19670,19624,19314,116811.0,578,115,330,19697.0,19698,19647,19334,-246.0,-252,-253.0,-252
DMR_Fut_20160113,19718.0,19695.0,19675.0,19497.0,20043.0,20035.0,19978.0,19650.0,19684.0,19695.0,19638.0,19497.0,19971.0,19973.0,19938.0,19650.0,13780.0,74.0,167.0,10.0,20075.0,20042,20012,19701,20229.0,20223,20176,19850,19818.0,19830,19845,19538,133266.0,642,249,57,20059.0,20064,20010,19703,362.0,366,363.0,369
DMR_Fut_20160114,20059.0,20050.0,19987.0,19680.0,20080.0,20098.0,20015.0,19681.0,19900.0,19912.0,19863.0,19580.0,19921.0,19930.0,19868.0,19580.0,10535.0,150.0,35.0,9.0,19555.0,19632,19300,19208,19893.0,19871,19829,19511,19468.0,19485,19300,19111,135237.0,2384,804,338,19810.0,19815,19762,19443,-249.0,-249,-248.0,-260
DMR_Fut_20160115,19798.0,19800.0,19598.0,19308.0,19826.0,19813.0,19765.0,19406.0,19514.0,19527.0,19496.0,19188.0,19799.0,19769.0,19731.0,19406.0,15472.0,140.0,51.0,48.0,19795.0,19784,19731,19377,19827.0,19784,19731,19386,19454.0,19460,19406,19093,121086.0,1011,426,96,19468.0,19461,19407,19095,-342.0,-354,-355.0,-348
DMR_Fut_20160118,19430.0,19428.0,19288.0,19031.0,19430.0,19428.0,19318.0,19031.0,19048.0,19066.0,19000.0,18688.0,19118.0,19136.0,19028.0,18711.0,18487.0,366.0,77.0,25.0,19170.0,19172,19136,18859,19442.0,19433,19351,19071,19142.0,19141,19096,18836,132599.0,1063,310,256,19271.0,19285,19221,18911,-197.0,-176,-186.0,-184
DMR_Fut_20160119,19272.0,19344.0,19222.0,18981.0,19369.0,19357.0,19288.0,18989.0,19145.0,19155.0,19101.0,18981.0,19215.0,19220.0,19158.0,18989.0,12426.0,219.0,80.0,9.0,19222.0,19280,19210,18900,19647.0,19649,19588,19285,19157.0,19174,19116,18839,143559.0,2015,345,196,19621.0,19618,19558,19255,350.0,333,337.0,344
DMR_Fut_20160120,19609.0,19599.0,19545.0,19221.0,19725.0,19723.0,19662.0,19360.0,19441.0,19450.0,19415.0,19152.0,19506.0,19510.0,19476.0,19181.0,14914.0,136.0,52.0,13.0,19280.0,19379,19258,18961,19343.0,19379,19285,18961,18762.0,18772,18742,18450,168011.0,4204,494,344,18847.0,18851,18794,18493,-774.0,-767,-764.0,-762
DMR_Fut_20160121,18836.0,18760.0,18778.0,18408.0,18847.0,18822.0,18794.0,18418.0,18566.0,18575.0,18520.0,18222.0,18609.0,18592.0,18534.0,18222.0,22473.0,453.0,209.0,38.0,19055.0,19040,19100,18701,19260.0,19250,19203,18900,18530.0,18533,18493,18201,162681.0,6073,593,170,18751.0,18744,18702,18391,-96.0,-107,-92.0,-102
DMR_Fut_20160122,18692.0,18620.0,18628.0,18266.0,18929.0,18924.0,18876.0,18549.0,18591.0,18599.0,18567.0,18266.0,18883.0,18879.0,18833.0,18488.0,23332.0,1687.0,120.0,32.0,19030.0,18954,18995,18668,19155.0,19152,19088,18761,18753.0,18763,18715,18434,159656.0,10939,718,90,19091.0,19090,19039,18738,340.0,346,337.0,347
DMR_Fut_20160125,19106.0,19150.0,19140.0,18874.0,19388.0,19385.0,19328.0,19000.0,19106.0,19150.0,19138.0,18874.0,19340.0,19339.0,19312.0,19000.0,11927.0,566.0,118.0,17.0,19290.0,19211,19225,18835,19505.0,19500,19405,19089,19229.0,19211,19186,18835,138992.0,32799,902,574,19238.0,19239,19181,18869,147.0,149,142.0,131
DMR_Fut_20160126,19229.0,19223.0,19117.0,18866.0,19288.0,19278.0,19203.0,18893.0,19122.0,19116.0,19082.0,18780.0,19149.0,19136.0,19088.0,18780.0,14082.0,4055.0,97.0,8.0,19005.0,19029,18968,18634,19086.0,19072,19003,18655,18785.0,18773,18715,18441,159447.0,49425,1412,309,18901.0,18891,18830,18520,-337.0,-348,-351.0,-349
DMR_Fut_20160127,18896.0,18859.0,18837.0,18530.0,19269.0,19250.0,19184.0,18850.0,18872.0,18857.0,18807.0,18529.0,19242.0,19231.0,19184.0,18850.0,14479.0,3540.0,165.0,49.0,19266.0,19254,19163,18855,19279.0,19312,19178,18855,18922.0,18911,18873,18562,154279.0,76217,2241,362,19010.0,18975,18919,18605,109.0,84,89.0,85
DMR_Fut_20160128,19028.0,18976.0,18961.0,18674.0,19137.0,19104.0,19041.0,18675.0,18997.0,18965.0,18930.0,18608.0,19096.0,19060.0,19016.0,18608.0,8074.0,4359.0,19.0,4.0,19033.0,19037,18971,18697,19230.0,19299,19228,18912,19012.0,18968,18916,18649,15521.0,124591,1058,314,19094.0,19273,19215,18916,84.0,298,296.0,311
DMR_Fut_20160129,,19264.0,19215.0,18948.0,,19380.0,19317.0,19000.0,,19088.0,19068.0,18828.0,,19165.0,19090.0,18828.0,,15709.0,189.0,30.0,,19215,19135,18704,,19738,19670,19355,,19031,18985,18704,,147757,727,211,,19723,19670,19355,,450,455.0,439
DMR_Fut_20160201,19700.0,19638.0,19329.0,19199.0,19748.0,19677.0,19363.0,19199.0,19588.0,19530.0,19256.0,19128.0,19591.0,19532.0,19285.0,19128.0,12474.0,88.0,10.0,2.0,19685.0,19563,19225,19137,19715.0,19630,19322,19137,19406.0,19345,19074,18950,111755.0,1521,262,14,19469.0,19399,19092,18966,-254.0,-271,-263.0,-261
DMR_Fut_20160202,19478.0,19372.0,0.0,18948.0,19495.0,19393.0,0.0,18968.0,19320.0,19261.0,0.0,18830.0,19431.0,19321.0,0.0,18870.0,9846.0,66.0,0.0,5.0,19434.0,19345,19100,18868,19609.0,19538,19202,19070,19344.0,19295,19000,18868,112466.0,514,45,64,19442.0,19374,19070,18935,-27.0,-25,-22.0,-31
DMR_Fut_20160203,19430.0,19301.0,19000.0,18828.0,19430.0,19306.0,19000.0,18828.0,19136.0,19088.0,18780.0,18650.0,19182.0,19108.0,18780.0,18650.0,11011.0,56.0,15.0,3.0,19000.0,18933,18530,18242,19029.0,18953,18618,18477,18733.0,18680,18380,18242,118047.0,909,140,67,18978.0,18906,18603,18478,-464.0,-468,-467.0,-457
DMR_Fut_20160204,19000.0,18962.0,18594.0,18413.0,19076.0,19000.0,18628.0,18500.0,18713.0,18643.0,18360.0,18320.0,18769.0,18707.0,18366.0,18320.0,14156.0,232.0,23.0,4.0,19188.0,19099,18810,18661,19357.0,19273,18966,18830,19115.0,19072,18790,18660,97398.0,1019,479,43,19156.0,19089,18785,18660,178.0,183,182.0,182
DMR_Fut_20160205,19161.0,19078.0,18762.0,18630.0,19288.0,19300.0,18881.0,18750.0,19050.0,18990.0,18709.0,18630.0,19257.0,19200.0,18881.0,18750.0,12410.0,142.0,7.0,4.0,19188.0,19179,18840,18831,19409.0,19330,19020,18831,19186.0,19150,18840,18831,81586.0,435,649,172,19313.0,19241,18938,18817,157.0,152,153.0,157
DMR_Fut_20160211,19309.0,19232.0,18791.0,0.0,19350.0,19252.0,18829.0,0.0,19095.0,19068.0,18791.0,0.0,19149.0,19094.0,18829.0,0.0,8336.0,43.0,2.0,0.0,18400.0,18306,18030,18394,18587.0,18510,18160,18394,18270.0,17977,17911,17777,72650.0,1260,204,185,18378.0,18307,18001,17880,-935.0,-934,-937.0,-937
DMR_Fut_20160212,18364.0,18280.0,17990.0,17720.0,18364.0,18280.0,17990.0,17720.0,18037.0,17967.0,17679.0,17553.0,18120.0,18042.0,17696.0,17680.0,12849.0,312.0,20.0,9.0,18279.0,18200,17908,17780,18484.0,18400,18058,17905,18217.0,18158,17896,17780,78428.0,1088,177,68,18372.0,18305,18003,17877,-6.0,-2,2.0,-3
DMR_Fut_20160215,18365.0,18291.0,18002.0,17910.0,18448.0,18374.0,18016.0,17910.0,18334.0,18246.0,17982.0,17910.0,18391.0,18320.0,18016.0,17910.0,10894.0,843.0,47.0,1.0,18648.0,18570,18255,18210,18932.0,18851,18550,18389,18621.0,18540,18255,18205,99370.0,2178,119,130,18835.0,18758,18458,18336,463.0,453,455.0,459
DMR_Fut_20160216,18874.0,18810.0,0.0,0.0,18975.0,18893.0,0.0,0.0,18848.0,18797.0,0.0,0.0,18970.0,18885.0,0.0,0.0,6356.0,76.0,0.0,0.0,18990.0,18910,18561,18441,19272.0,19188,18890,18768,18892.0,18840,18561,18441,107692.0,2101,324,200,19141.0,19058,18767,18643,306.0,300,309.0,307
DMR_Fut_20160217,19149.0,19095.0,18680.0,18553.0,19170.0,19095.0,18685.0,18553.0,18988.0,18917.0,18635.0,18498.0,19001.0,18944.0,18635.0,18498.0,10974.0,274.0,11.0,3.0,19250.0,19085,18808,18770,19307.0,19231,18924,18798,18895.0,18825,18530,18405,115927.0,2197,347,49,18916.0,18842,18540,18416,-225.0,-216,-227.0,-227
DMR_Fut_20160218,18916.0,18888.0,18593.0,18512.0,19250.0,19175.0,18854.0,18737.0,18916.0,18871.0,18593.0,18512.0,19239.0,19165.0,18854.0,18737.0,12610.0,239.0,28.0,6.0,19387.0,19340,19050,18870,19451.0,19487,19070,18890,19257.0,19188,18900,18768,100163.0,1996,451,196,19294.0,19225,18923,18799,378.0,383,383.0,383
DMR_Fut_20160219,19292.0,19195.0,18880.0,18780.0,19412.0,19334.0,19027.0,18780.0,19235.0,19166.0,18870.0,18780.0,19339.0,19268.0,18968.0,18780.0,10357.0,455.0,10.0,1.0,19232.0,19144,18874,18719,19339.0,19262,18960,18786,19190.0,19117,18845,18718,88006.0,4013,482,165,19332.0,19260,18958,18831,38.0,35,35.0,32
DMR_Fut_20160222,19326.0,19271.0,18947.0,18745.0,19360.0,19271.0,18947.0,18745.0,19145.0,19088.0,18850.0,18680.0,19226.0,19153.0,18860.0,18680.0,12221.0,172.0,7.0,2.0,19349.0,19265,18950,18900,19546.0,19473,19126,19025,19340.0,19265,18950,18882,113802.0,15162,908,147,19476.0,19382,19075,18946,144.0,122,117.0,115
DMR_Fut_20160223,19447.0,19375.0,19130.0,18934.0,19578.0,19482.0,19170.0,18934.0,19427.0,19345.0,19130.0,18934.0,19564.0,19470.0,19170.0,18934.0,9048.0,2266.0,6.0,1.0,19531.0,19449,19097,18880,19557.0,19455,19114,18981,19312.0,19222,18922,18858,131278.0,36218,326,83,19416.0,19324,18999,18869,-60.0,-58,-76.0,-77
DMR_Fut_20160224,19429.0,19382.0,18999.0,18920.0,19493.0,19392.0,19006.0,18920.0,19408.0,19313.0,18999.0,18905.0,19427.0,19336.0,19006.0,18905.0,11517.0,4452.0,3.0,2.0,19372.0,19278,18916,18787,19375.0,19280,18935,18787,19074.0,18981,18656,18520,141901.0,48560,217,156,19152.0,19062,18731,18588,-264.0,-262,-268.0,-281
DMR_Fut_20160225,19144.0,19045.0,18695.0,18538.0,19144.0,19049.0,18695.0,18538.0,18829.0,18733.0,18435.0,18308.0,18891.0,18795.0,18466.0,18308.0,12735.0,4323.0,25.0,6.0,19175.0,19075,18765,18620,19209.0,19113,18769,18620,18850.0,18755,18430,18280,125098.0,76356,280,120,18912.0,18811,18476,18337,-240.0,-251,-255.0,-251
DMR_Fut_20160226,18898.0,18811.0,18450.0,18380.0,19058.0,18959.0,18603.0,18465.0,18884.0,18788.0,18450.0,18380.0,19045.0,18947.0,18603.0,18465.0,6089.0,4363.0,17.0,7.0,19180.0,19113,18754,18550,19276.0,19398,19000,18865,19152.0,19045,18712,18550,11332.0,122509,271,359,19225.0,19350,18999,18846,313.0,539,523.0,509
DMR_Fut_20160229,,19349.0,,19043.0,,19496.0,,19124.0,,19280.0,,18932.0,,19370.0,,18996.0,,10725.0,,39.0,,19345,19232,18870,,19345,19277,18918,,18960,18970,18600,,100184,604,583,,19057,19046,18671,,-293,,-328
DMR_Fut_20160301,19052.0,19009.0,18660.0,18700.0,19276.0,19268.0,18846.0,18710.0,18993.0,19009.0,18660.0,18650.0,19228.0,19203.0,18846.0,18710.0,12430.0,49.0,15.0,5.0,19167.0,19142,18750,18645,19325.0,19300,18929,18765,18993.0,18987,18624,18558,113490.0,874,392,82,19324.0,19311,18944,18810,267.0,265,273.0,269
DMR_Fut_20160302,19327.0,19317.0,18969.0,18816.0,19520.0,19502.0,19132.0,18816.0,19287.0,19314.0,18969.0,18816.0,19505.0,19501.0,19132.0,18816.0,13042.0,38.0,18.0,1.0,19645.0,19640,19300,19200,19995.0,19977,19600,19468,19634.0,19640,19299,19200,119536.0,1497,754,371,19890.0,19881,19502,19345,566.0,570,558.0,535
DMR_Fut_20160303,19900.0,19915.0,19506.0,0.0,19941.0,19923.0,19531.0,0.0,19856.0,19858.0,19490.0,0.0,19873.0,19880.0,19500.0,0.0,9422.0,11.0,9.0,0.0,19999.0,20000,19651,19487,20063.0,20053,19674,19496,19758.0,19750,19400,19280,109740.0,362,112,71,19861.0,19856,19478,19326,-29.0,-25,-24.0,-19
DMR_Fut_20160304,19860.0,19865.0,19450.0,0.0,19940.0,19922.0,19450.0,0.0,19826.0,19858.0,19450.0,0.0,19939.0,19922.0,19450.0,0.0,5793.0,41.0,1.0,0.0,20000.0,20000,19598,19500,20184.0,20160,19777,19617,19925.0,19932,19547,19466,113907.0,653,255,89,20100.0,20089,19709,19551,239.0,233,231.0,225
DMR_Fut_20160307,20105.0,20102.0,19706.0,19642.0,20294.0,20280.0,19898.0,19642.0,20085.0,20102.0,19706.0,19642.0,20294.0,20280.0,19898.0,19642.0,10953.0,63.0,41.0,1.0,20274.0,20200,19810,19681,20298.0,20280,19898,19681,20063.0,20065,19697,19533,98940.0,436,134,15,20142.0,20132,19753,19594,42.0,43,44.0,43
DMR_Fut_20160308,20116.0,20061.0,19663.0,19526.0,20199.0,20180.0,19805.0,19526.0,20024.0,20025.0,19663.0,19526.0,20199.0,20180.0,19805.0,19526.0,9522.0,91.0,28.0,1.0,20102.0,20092,19779,19540,20133.0,20092,19779,19540,19880.0,19880,19513,19333,105821.0,918,264,32,19950.0,19944,19564,19399,-192.0,-188,-189.0,-195
DMR_Fut_20160309,19945.0,19960.0,19579.0,19500.0,20070.0,20055.0,19652.0,19500.0,19911.0,19910.0,19536.0,19500.0,19921.0,19915.0,19552.0,19500.0,10915.0,62.0,15.0,1.0,19884.0,19863,19486,19290,20000.0,19983,19600,19426,19813.0,19802,19426,19284,89885.0,799,55,126,19990.0,19976,19601,19437,40.0,32,37.0,38
DMR_Fut_20160310,19984.0,19995.0,19625.0,19507.0,20089.0,20070.0,19688.0,19523.0,19984.0,19995.0,19625.0,19507.0,20080.0,20065.0,19650.0,19523.0,9753.0,57.0,5.0,2.0,20041.0,20020,19695,19520,20196.0,20170,19785,19580,19898.0,19887,19543,19378,103098.0,673,132,56,20005.0,19985,19614,19454,15.0,9,13.0,17
DMR_Fut_20160311,20009.0,20032.0,19616.0,0.0,20227.0,20205.0,19835.0,0.0,19966.0,19961.0,19594.0,0.0,20002.0,19984.0,19646.0,0.0,19205.0,178.0,66.0,0.0,19974.0,19950,19525,19356,20247.0,20226,19851,19605,19837.0,19832,19491,19356,116251.0,781,136,3,20237.0,20222,19848,19685,232.0,237,234.0,231
DMR_Fut_20160314,20221.0,20258.0,19890.0,0.0,20354.0,20336.0,19963.0,0.0,20183.0,20248.0,19872.0,0.0,20335.0,20336.0,19950.0,0.0,9468.0,63.0,22.0,0.0,20394.0,20400,20038,19847,20498.0,20480,20100,19911,20315.0,20305,19930,19780,98094.0,537,439,430,20417.0,20399,20027,19868,180.0,177,179.0,183
DMR_Fut_20160315,20399.0,20359.0,20004.0,0.0,20448.0,20430.0,20036.0,0.0,20341.0,20340.0,19965.0,0.0,20422.0,20412.0,20036.0,0.0,7752.0,113.0,19.0,0.0,20350.0,20323,19935,19776,20379.0,20360,19967,19776,20260.0,20253,19882,19740,86675.0,811,263,409,20298.0,20278,19903,19747,-119.0,-121,-124.0,-121
DMR_Fut_20160316,20288.0,20252.0,19888.0,19721.0,20296.0,20271.0,19888.0,19725.0,20207.0,20200.0,19831.0,19680.0,20252.0,20247.0,19831.0,19707.0,7563.0,82.0,34.0,6.0,20301.0,20310,20000,19870,20432.0,20410,20000,19870,20170.0,20170,19807,19650,102806.0,1200,323,382,20306.0,20286,19908,19740,8.0,8,5.0,-7
DMR_Fut_20160317,20309.0,20254.0,19848.0,19717.0,20346.0,20325.0,19920.0,19741.0,20205.0,20200.0,19812.0,19717.0,20339.0,20320.0,19920.0,19741.0,8683.0,28.0,5.0,2.0,20575.0,20502,20197,20001,20637.0,20605,20227,20050,20436.0,20430,20051,19910,111529.0,3258,425,372,20474.0,20467,20086,19903,168.0,181,178.0,163
DMR_Fut_20160318,20473.0,20445.0,19966.0,19901.0,20570.0,20558.0,20179.0,19901.0,20303.0,20304.0,19920.0,19734.0,20559.0,20550.0,20172.0,19890.0,14891.0,374.0,49.0,4.0,20488.0,20528,20090,20000,20697.0,20685,20304,20064,20486.0,20509,20090,19970,107232.0,2778,663,182,20595.0,20582,20207,20030,121.0,115,121.0,127
DMR_Fut_20160321,20596.0,20618.0,20266.0,20100.0,20848.0,20832.0,20448.0,20270.0,20596.0,20618.0,20262.0,20100.0,20818.0,20803.0,20434.0,20265.0,11602.0,280.0,89.0,70.0,20780.0,20786,20345,20121,20784.0,20786,20359,20169,20611.0,20606,20265,20062,88244.0,4630,694,162,20675.0,20666,20290,20111,80.0,84,83.0,81
DMR_Fut_20160322,20687.0,20692.0,20404.0,20200.0,20823.0,20815.0,20424.0,20247.0,20687.0,20692.0,20350.0,20160.0,20787.0,20780.0,20403.0,20218.0,10831.0,272.0,25.0,29.0,20745.0,20753,20320,20123,20775.0,20753,20320,20123,20581.0,20573,20200,20020,92358.0,9114,375,85,20607.0,20602,20228,20041,-68.0,-64,-62.0,-70
DMR_Fut_20160323,20607.0,20585.0,20225.0,20074.0,20659.0,20649.0,20258.0,20074.0,20563.0,20555.0,20203.0,20074.0,20643.0,20649.0,20258.0,20074.0,12051.0,463.0,14.0,1.0,20643.0,20630,20226,20107,20688.0,20677,20294,20107,20517.0,20502,20149,19951,105545.0,18944,1855,76,20645.0,20630,20250,20069,38.0,28,22.0,28
DMR_Fut_20160324,20644.0,20634.0,20240.0,20060.0,20672.0,20652.0,20270.0,20090.0,20455.0,20447.0,20070.0,19886.0,20456.0,20447.0,20070.0,19886.0,13019.0,1875.0,78.0,13.0,20413.0,20377,19992,19812,20507.0,20490,20081,19888,20263.0,20253,19889,19702,149336.0,61171,578,177,20319.0,20306,19940,19759,-326.0,-324,-310.0,-310
DMR_Fut_20160329,20321.0,20309.0,19925.0,19700.0,20321.0,20309.0,19925.0,19700.0,20153.0,20153.0,19783.0,19670.0,20179.0,20185.0,19808.0,19670.0,11950.0,2659.0,143.0,2.0,20350.0,20333,19998,19832,20426.0,20418,20033,19832,20257.0,20250,19898,19696,108180.0,74158,764,585,20349.0,20363,20006,19816,30.0,57,66.0,57
DMR_Fut_20160330,20363.0,20377.0,19971.0,19756.0,20371.0,20383.0,19990.0,19789.0,20253.0,20265.0,19951.0,19746.0,20325.0,20341.0,19990.0,19787.0,6351.0,4127.0,65.0,8.0,20493.0,20498,20205,20006,20718.0,20865,20488,20318,20478.0,20492,20205,20006,10945.0,104163,744,482,20683.0,20855,20497,20314,334.0,492,491.0,498
DMR_Fut_20160331,,20857.0,,20479.0,,21020.0,,20599.0,,20857.0,,20479.0,,20928.0,,20586.0,,13417.0,,308.0,,20880,20719,20468,,20891,20760,20492,,20703,20587,20300,,102918,431,335,,20807,20675,20399,,-48,,-98
DMR_Fut_20160401,20784.0,20685.0,20380.0,20263.0,20874.0,20737.0,20436.0,20309.0,20729.0,20685.0,20380.0,20263.0,20837.0,20715.0,20436.0,20309.0,9511.0,11.0,89.0,3.0,20805.0,20703,20410,20246,20835.0,20709,20421,20246,20453.0,20345,20075,19930,110111.0,560,496,30,20467.0,20345,20078,19927,-340.0,-330,-321.0,-330
DMR_Fut_20160405,20488.0,20375.0,20052.0,19900.0,20537.0,20411.0,20115.0,19900.0,20304.0,20190.0,19940.0,19774.0,20536.0,20411.0,20115.0,19777.0,14868.0,36.0,52.0,7.0,20389.0,20256,19973,19754,20389.0,20256,19973,19754,20092.0,19981,19729,19564,109304.0,691,509,95,20130.0,20007,19737,19595,-337.0,-338,-341.0,-332
DMR_Fut_20160406,20122.0,20001.0,19729.0,19597.0,20173.0,20030.0,19775.0,19597.0,20060.0,19953.0,19717.0,19597.0,20140.0,20015.0,19731.0,19597.0,9461.0,14.0,16.0,1.0,20060.0,19955,19671,19539,20233.0,20100,19823,19680,20046.0,19936,19671,19539,89084.0,297,84,68,20147.0,20029,19758,19614,17.0,22,21.0,19
